id,created_at,source,polarity,subjectivity,original_text,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,location
913,Fri Jun 18 19:02:34 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3333333333333333,0.7314814814814815,"On hour 2 of #SciFriLive📻: 

😷 #COVID19 vaccines may not be enough to protect immunocompromised people
📚 The best #SciFi books to read this summer

Tune in to your local public radio station or press play below!
https://t.co/p13XDga2pG",en,1.0,2.0,lbbiology,384,833,,"[{'text': 'SciFriLive', 'indices': [13, 24]}, {'text': 'COVID19', 'indices': [31, 39]}, {'text': 'SciFi', 'indices': [114, 120]}]",[],"Charlottesville, VA"
914,Fri Jun 18 19:02:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.1,0.2095238095238095,"These vaccines have been proven to be effective in preventing severe illness, hospitalization &amp; death. It’s how we avoid ever going through what we went through with #COVID19 last year. #VaxNevadaDays",en,14.0,5.0,clashpandaRay1,1735,5000,,"[{'text': 'COVID19', 'indices': [170, 178]}, {'text': 'VaxNevadaDays', 'indices': [190, 204]}]",[],Yes I'm a Former Clasher=)
915,Fri Jun 18 19:02:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.5,"Appearing on @Benzinga Power Hour, Vaxart CEO Andrei Floroiu calls our oral #COVID19 tablet vaccine now under development ""revolutionary"" and ""the Tesla of vaccines."" Watch here: https://t.co/NxcQYTPfc4 $VXRT https://t.co/NVJOjF68Qq",en,14.0,2.0,meSkeet77,18,141,,"[{'text': 'COVID19', 'indices': [76, 84]}]","[{'screen_name': 'Benzinga', 'name': 'Benzinga', 'id': 44060322, 'id_str': '44060322', 'indices': [13, 22]}]",South Cackalaky
916,Fri Jun 18 19:02:42 +0000 2021,"<a href=""https://www.fiscalhealthnc.com"" rel=""nofollow"">Covid19NC</a>",0.3,0.5222222222222223,"#FridayVaccineFacts: what is #BringingSummerBack?

Bring Summer Back is a fun, flexible, community-centered approach to providing safe and effective COVID-19 vaccines to those 12+ in NC. 

Learn more at https://t.co/CB9eQr5aVp https://t.co/k4XUcmgKpY",en,1.0,1.0,coronavirusnc,302,23,,"[{'text': 'FridayVaccineFacts', 'indices': [0, 19]}, {'text': 'BringingSummerBack', 'indices': [29, 48]}]",[],North Carolina
917,Fri Jun 18 19:02:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.7,0.7,"Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",en,95.0,95.0,johanefeld,1237,458,,"[{'text': 'COVID19', 'indices': [187, 195]}]",[],http://goo.gl/QIQfcL
918,Fri Jun 18 19:02:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3.7007434154171876e-17,0.6333333333333334,From beer to blenders - 5 creative ways people are being persuaded to get their COVID-19 vaccination https://t.co/yUFzQCxw4d #COVID19 #vaccines https://t.co/B2jtSmezrz,en,41.0,16.0,SFurmidge,26,96,,"[{'text': 'COVID19', 'indices': [125, 133]}, {'text': 'vaccines', 'indices': [134, 143]}]",[],United States
919,Fri Jun 18 19:02:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.5,0.5,"We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",en,907.0,507.0,WilsonRwamugabo,99,446,,"[{'text': 'COVID19', 'indices': [80, 88]}]","[{'screen_name': 'DailyMonitor', 'name': 'Daily Monitor', 'id': 35697740, 'id_str': '35697740', 'indices': [257, 270]}]",Kampala Uganda
920,Fri Jun 18 19:03:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.24318181818181814,0.5022727272727273,17) the main problem with #DeltaVariant is that the 1 dose strategy isn’t good anymore. 1 dose vaccine efficacy is likely just ~33% or so with either AstraZeneca or Pfizer. That is trouble for millions that aren’t two dose vaccinated yet. https://t.co/fQ5QC7a3xm,en,143.0,77.0,amanda_pompili,2430,2603,,"[{'text': 'DeltaVariant', 'indices': [26, 39]}]",[],"Pawtucket, RI"
921,Fri Jun 18 19:03:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.7,0.7,"Could the U.S. Have Saved More Lives? 5 Alternate Scenarios for the Vaccine Rollout 
#COVID19 #MARKEDBYCOVID
@SurvivorsChange 
https://t.co/mFHc7hM7ql",en,6.0,1.0,JulieWallaceCT,872,4996,,"[{'text': 'COVID19', 'indices': [85, 93]}, {'text': 'MARKEDBYCOVID', 'indices': [94, 108]}]","[{'screen_name': 'SurvivorsChange', 'name': 'COVID Survivors for Change', 'id': 1304810770597687296, 'id_str': '1304810770597687296', 'indices': [109, 125]}]",Ohio
922,Fri Jun 18 19:03:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.2364583333333333,0.3375,,en,,,reshmagar,1707,1926,,,,"New Haven, CT, United States"
923,Fri Jun 18 19:03:21 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.3,0.5222222222222223,,en,2.0,2.0,duderise,1379,1001,,,,Idk anymore
924,Fri Jun 18 19:03:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.09375,0.28125,I think it’s important that we don’t sell COVAX short. It still has a lot going for it and is innovative in its design. But it needs more vaccines to share.  We’re hoping our low cost @TexasChildrens recombinant protein COVID19 vaccine with @biological_e will help fill some gaps,en,73.0,21.0,AmyAyers16,5736,5594,,[],"[{'screen_name': 'TexasChildrens', 'name': ""Texas Children's"", 'id': 15393700, 'id_str': '15393700', 'indices': [184, 199]}, {'screen_name': 'biological_e', 'name': 'Biological E. Limited', 'id': 1262299754840551425, 'id_str': '1262299754840551425', 'indices': [241, 254]}]",Virginia 
925,Fri Jun 18 19:03:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.13333333333333333,0.4555555555555556,BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,en,66.0,38.0,Ernesto83621109,2855,2378,,"[{'text': 'Cuban', 'indices': [53, 59]}, {'text': 'COVID19', 'indices': [60, 68]}, {'text': 'vaccines', 'indices': [69, 78]}]","[{'screen_name': 'BioCubaFarma', 'name': 'BioCubaFarma', 'id': 983814956058578945, 'id_str': '983814956058578945', 'indices': [214, 227]}, {'screen_name': 'FinlayInstituto', 'name': 'Instituto Finlay de Vacunas', 'id': 867464592846442496, 'id_str': '867464592846442496', 'indices': [228, 244]}, {'screen_name': 'cda_dc', 'name': 'CDA', 'id': 61804141, 'id_str': '61804141', 'indices': [245, 252]}, {'screen_name': 'WOLA_org', 'name': 'WOLA', 'id': 133048642, 'id_str': '133048642', 'indices': [253, 262]}, {'screen_name': 'aperezriverol', 'name': 'A. Perez-Riverol', 'id': 802608255373639680, 'id_str': '802608255373639680', 'indices': [263, 277]}]",Cuba
926,Fri Jun 18 19:03:40 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.125,0.325,,en,,,AMAinsight,540,1452,,,,
927,Fri Jun 18 19:03:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.5083333333333333,0.7833333333333333,"11) But is it just a SinoVac issue though? Unclear, in a Calgary 🇨🇦 hospital, or the 6 #DeltaVariant infected healthcare workers, 5 were fully vaccinated with 2 doses of mRNA vaccines too. That sparked infection across different units of the hospital. Delta is a problem. https://t.co/AF4BITFvgH",en,98.0,57.0,Jehane94,4502,2512,,"[{'text': 'DeltaVariant', 'indices': [87, 100]}]",[],Failed State
928,Fri Jun 18 19:03:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.33611111111111114,0.4722222222222223,I can't believe people are still buying into the lies and propaganda. And yet despite the wealth of information with regards the dangers of the vax: people are still willing participants for these experimental 💉. The stupidity is astounding.,en,0.0,2.0,Nick29433777,245,1966,,[],[],Nowhere yet everywhere
929,Fri Jun 18 19:03:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.675,0.475,"Alpha, Beta &amp; Delta: We break down everything you need to know about the three #COVID19 variants that have been detected in South Africa. https://t.co/qUKxxOxH11 https://t.co/SQ4GY6Rjj0",en,1.0,1.0,Skatiq3,77,430,,"[{'text': 'COVID19', 'indices': [83, 91]}]",[],"Rustenburg, South Africa"
930,Fri Jun 18 19:04:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.13333333333333333,0.4555555555555556,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",en,752.0,248.0,AmyAyers16,5736,5594,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",[],Virginia 
931,Fri Jun 18 19:04:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.5083333333333333,0.7833333333333333,"""Can I be fired if I don’t get vaccinated?"" 

""Can I ask my employee to get vaccinated?"" 

These were some questions people around me were debating, so I asked experts about #vaccines and the workplace: https://t.co/KEglIrEPWB #COVID19 @TorontoStar",en,15.0,7.0,ChristyCeeCK,1797,3781,,"[{'text': 'vaccines', 'indices': [174, 183]}, {'text': 'COVID19', 'indices': [227, 235]}]","[{'screen_name': 'TorontoStar', 'name': 'Toronto Star', 'id': 12848262, 'id_str': '12848262', 'indices': [236, 248]}]",Canada
932,Fri Jun 18 19:04:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.1958333333333333,0.2875,"Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD",en,555.0,361.0,salrashdan3,158,1050,,[],[],Kuwait
933,Fri Jun 18 19:04:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.1590909090909091,0.6136363636363636,,en,31.0,7.0,sharadjindal12,1,71,,,,India sriganganagar Rajasthan
934,Fri Jun 18 19:04:29 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.009999999999999998,0.4866666666666667,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",en,753.0,249.0,wisequackranch,2225,3991,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",[],
935,Fri Jun 18 19:04:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.09454545454545453,0.4518181818181818,"Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",en,97.0,96.0,jwacarrollNZ,1260,2914,,"[{'text': 'COVID19', 'indices': [187, 195]}]",[],
936,Fri Jun 18 19:04:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.45,0.65,"Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",en,97.0,97.0,AnjolieSingh,286,166,,"[{'text': 'COVID19', 'indices': [187, 195]}]",[],delhi
937,Fri Jun 18 19:04:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.7,0.7,,en,,,fobita,1090,309,,,,Pajule
938,Fri Jun 18 19:04:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.009999999999999998,0.4866666666666667,,en,,,KhJanelle,414,636,,,,Venus
939,Fri Jun 18 19:04:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.16666666666666666,0.18888888888888888,"Covid live: Delta variant becoming globally dominant, WHO says as expert calls Africa’s case trajectory ‘very, very concerning’ https://t.co/cTP2htRSGM",en,1.0,1.0,ana_captures,2509,3129,,[],[],"London, England"
940,Fri Jun 18 19:04:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3.7007434154171876e-17,0.6333333333333334,"You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",en,136.0,78.0,julbeelee,259,808,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],
941,Fri Jun 18 19:04:59 +0000 2021,"<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>",0.5083333333333333,0.7833333333333333,,en,,,WhosWhoRSA,584,253,,,,South Africa
942,Fri Jun 18 19:05:00 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",0.2777777777777777,0.3555555555555556,,en,0.0,1.0,viralvideovlogs,6856,4582,,,,കേരളം
943,Fri Jun 18 19:05:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.5083333333333333,0.7833333333333333,,en,,,Kathlee96724497,278,578,,,,
944,Fri Jun 18 19:05:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.5083333333333333,0.7833333333333333,,en,134.0,92.0,Iovesway,29,81,,,,5
945,Fri Jun 18 19:05:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.16666666666666666,0.18888888888888888,,en,368.0,99.0,stephantelka,1513,2218,,,,"iPhone: 45.415325,-75.690834"
946,Fri Jun 18 19:05:20 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3.7007434154171876e-17,0.6333333333333334,,en,,,360CNN,4206,4993,,,,"West Coast, USA"
947,Fri Jun 18 19:05:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,,en,,,graffitieyes,356,286,,,,uganda
948,Fri Jun 18 19:05:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.1875,0.2375,"Alpha, Beta &amp; Delta: We break down everything you need to know about the three #COVID19 variants that have been detected in South Africa. https://t.co/qUKxxOxH11 https://t.co/SQ4GY6Rjj0",en,1.0,2.0,british2012,593,2336,,"[{'text': 'COVID19', 'indices': [83, 91]}]",[],Kempton Park
949,Fri Jun 18 19:06:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.125,0.725,,en,,,Kumarsivesh111,165,1513,,,,chennai India
950,Fri Jun 18 19:06:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.7,0.7,,en,29.0,28.0,99GAZI,2744,4993,,,,"Kimberley, South Africa"
951,Fri Jun 18 19:06:49 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3,0.75,,en,,,mokawooya,18565,19008,,,,"Kampala, Uganda"
952,Fri Jun 18 19:06:52 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0.1,0.2095238095238095,,en,,,digiphile,232616,1958,,,,"Washington, DC"
953,Fri Jun 18 19:06:54 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.5083333333333333,0.7833333333333333,"@benitakolovos Ystrday I heard #ProfessorMaryLouiseMcLaws @UNSW say (I'm paraphrasing) 
""Vaccines in Aust shld B sent 2 Vict as thats wh Covid19 is most prevalent &amp; shld B given to 20 to 39 year old as th most likely to spread. We need a national approach"" 
Apols to Prof for the paraphrasing!",en,21.0,3.0,peggymel2001,4195,3505,,"[{'text': 'ProfessorMaryLouiseMcLaws', 'indices': [31, 57]}]","[{'screen_name': 'benitakolovos', 'name': 'Benita Kolovos 🐯', 'id': 884937436161228800, 'id_str': '884937436161228800', 'indices': [0, 14]}, {'screen_name': 'UNSW', 'name': 'UNSW', 'id': 14769030, 'id_str': '14769030', 'indices': [58, 63]}]",Australia
954,Fri Jun 18 19:07:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.0,0.8333333333333333,,en,,,PuneUpdater,88,0,,,,
955,Fri Jun 18 19:07:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.13333333333333333,0.4555555555555556,,en,,,PuneUpdater,88,0,,,,
956,Fri Jun 18 19:07:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.1555555555555556,0.3711111111111111,,en,,,PuneUpdater,88,0,,,,
957,Fri Jun 18 19:07:01 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.3666666666666667,0.43333333333333335,,en,,,PuneUpdater,88,0,,,,
958,Fri Jun 18 19:07:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.16666666666666666,0.3333333333333333,,en,,,SABCNews,1948985,579,,,,South Africa
959,Fri Jun 18 19:07:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3.7007434154171876e-17,0.6333333333333334,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,318.0,154.0,brendanno3,275,580,,[],[],UK
960,Fri Jun 18 19:07:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.06666666666666668,0.5,,en,8.0,3.0,DevenderBadri,144,522,,,,"Ramagundam, India"
961,Fri Jun 18 19:07:08 +0000 2021,"<a href=""https://plutonic.co.in"" rel=""nofollow"">Corona Virus Update Bot</a>",0.13333333333333333,0.4555555555555556,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",en,0.0,1.0,CoronaUpdateBot,1268,2,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",[],
962,Fri Jun 18 19:07:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.16666666666666666,0.18888888888888888,,en,,,AmuAlan,171,123,,,,North Lebanon
963,Fri Jun 18 19:07:11 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3.7007434154171876e-17,0.6333333333333334,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,319.0,155.0,sweetie_tweeter,2799,5000,,[],[],
964,Fri Jun 18 19:07:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.13333333333333333,0.4555555555555556,,en,,,GlobalLiamNixon,3497,2320,,,,"Lethbridge, AB"
965,Fri Jun 18 19:07:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.06666666666666668,0.5,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc",en,319.0,156.0,BelGreenwood,273,1172,,[],[],
966,Fri Jun 18 19:07:32 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.06666666666666668,0.5,,en,,,DataDrivenMD,9523,1179,,,,#VaccineEquity HQ
967,Fri Jun 18 19:07:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.2364583333333333,0.3375,,en,2.0,3.0,Freedom33453,367,426,,,,The Moon
968,Fri Jun 18 19:07:43 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.1958333333333333,0.2875,"Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD",en,555.0,362.0,Jenifer46277051,3460,4110,,[],[],United Kingdom
969,Fri Jun 18 19:07:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.13333333333333333,0.4555555555555556,"#COVID19 vaccines are safe and do their job, so don’t worry if you experience any minor side effects, according to @CAPublicHealth. Let’s #GetToImmunity #VaccinateALL58 
https://t.co/ACEibnhacV https://t.co/ekIVKla3Xp",en,1.0,2.0,UCSDSkaggsSOP,698,375,,"[{'text': 'COVID19', 'indices': [0, 8]}, {'text': 'GetToImmunity', 'indices': [138, 152]}, {'text': 'VaccinateALL58', 'indices': [153, 168]}]","[{'screen_name': 'CAPublicHealth', 'name': 'CA Public Health', 'id': 33934492, 'id_str': '33934492', 'indices': [115, 130]}]","La Jolla, San Diego"
970,Fri Jun 18 19:07:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.1,0.2095238095238095,,en,,,reshmagar,1707,1926,,,,"New Haven, CT, United States"
971,Fri Jun 18 19:07:57 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.5083333333333333,0.7833333333333333,".@CalgaryStampede🐎requires #COVID19 vaccines for rodeo competitors, the first major sporting event in Canada to mandate #vaccination, by @CarrieTait https://t.co/XBrDf2yepn via @globeandmail #Stampede2021",en,21.0,8.0,inkscrblr,21422,24420,,"[{'text': 'COVID19', 'indices': [27, 35]}, {'text': 'vaccination', 'indices': [120, 132]}, {'text': 'Stampede2021', 'indices': [191, 204]}]","[{'screen_name': 'calgarystampede', 'name': 'Calgary Stampede', 'id': 16788919, 'id_str': '16788919', 'indices': [1, 17]}, {'screen_name': 'CarrieTait', 'name': 'Carrie Tait', 'id': 419665725, 'id_str': '419665725', 'indices': [137, 148]}, {'screen_name': 'globeandmail', 'name': 'The Globe and Mail', 'id': 8736882, 'id_str': '8736882', 'indices': [177, 190]}]",Canada
972,Fri Jun 18 19:08:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3,0.4,"4/ The latest @IMF scheme for ""equity"" in access to #COVID19 #vaccines offers cash to purchase --- but despite cash, countries can't get European, Chinese and US manufacturers to sell. Meanwhile, where is recovery $ for devastated economies of southern hemisphere? https://t.co/VOqgDE25u1",en,87.0,48.0,luciabrawley,2305,1976,,"[{'text': 'COVID19', 'indices': [52, 60]}, {'text': 'vaccines', 'indices': [61, 70]}]","[{'screen_name': 'imf', 'name': 'Ian McFarland', 'id': 1260941, 'id_str': '1260941', 'indices': [14, 18]}]",
973,Fri Jun 18 19:08:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5083333333333333,0.7833333333333333,"Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",en,431.0,177.0,homelandlove,1147,1155,,"[{'text': 'COVID19', 'indices': [49, 57]}]",[],
974,Fri Jun 18 19:08:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.28,0.6849999999999999,"Getting #COVID19 vaccines help:
🦠 slow the spread of the pandemic
👥👥 protect our loved ones &amp; communities.

#OnlyTogether can we overcome this crisis— by sharing the vaccine fairly around the world. https://t.co/SVtXYeh42c https://t.co/EmPp2X1s7N",en,162.0,60.0,benbel9acem,47,212,,"[{'text': 'COVID19', 'indices': [8, 16]}, {'text': 'OnlyTogether', 'indices': [112, 125]}]",[],Planet Earth
975,Fri Jun 18 19:08:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,0.0,,en,20.0,1.0,SandriGiulia,1672,2219,,,,
976,Fri Jun 18 19:08:14 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.1958333333333333,0.2875,"👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitutional right to put other people’s health at risk. As such, there are places where you should not work unless you are vaccinated.""

https://t.co/xiVWoCtRfP",en,197.0,42.0,melodiemcclure,419,2131,,"[{'text': 'COVID19', 'indices': [38, 46]}]",[],"Stratford, Ontario"
977,Fri Jun 18 19:08:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5,0.5,"Appearing on @Benzinga Power Hour, Vaxart CEO Andrei Floroiu calls our oral #COVID19 tablet vaccine now under development ""revolutionary"" and ""the Tesla of vaccines."" Watch here: https://t.co/NxcQYTPfc4 $VXRT https://t.co/NVJOjF68Qq",en,19.0,3.0,mrdaytrades,24,68,,"[{'text': 'COVID19', 'indices': [76, 84]}]","[{'screen_name': 'Benzinga', 'name': 'Benzinga', 'id': 44060322, 'id_str': '44060322', 'indices': [13, 22]}]",USA
978,Fri Jun 18 19:08:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.09375,0.28125,"3/...#COVID19 recovery, but promised Africa only $27/person. One top African officials said today to us, ""Rich countries are hording vaccines &amp; hording cheap cash. This is not global order, it is hording.""
No justice.
No equity.
No survival? https://t.co/rdZc1Ucmku",en,156.0,90.0,luciabrawley,2305,1976,,"[{'text': 'COVID19', 'indices': [5, 13]}]",[],
